month,business_unit,total_cost,is_prediction
2025-12,Infrastructure Svcs-Loom,1120603.1893774793,True
2025-03,eng-growth-platform_cogs,44.0,
2025-04,Engineering-Dev AI_COGS,17672.0,False
2025-05,Engineering-Dev AI_COGS,26388.0,False
2025-06,Engineering-Dev AI_COGS,24601.0,False
2025-07,Engineering-Dev AI_COGS,21654.0,False
2025-08,Engineering-Dev AI_COGS,19670.0,False
2025-09,Engineering-Dev AI_COGS,42862.23388899999,True
2025-10,Engineering-Dev AI_COGS,50014.72608799999,True
2025-11,Engineering-Dev AI_COGS,57167.21828699998,True
2025-12,Engineering-Dev AI_COGS,64319.71048599998,True
2025-06,Engineering-Growth_COGS,823.0,False
2025-07,Engineering-Growth_COGS,14036.0,False
2025-08,Engineering-Growth_COGS,15719.0,False
2025-09,Engineering-Growth_COGS,10396.52,True
2025-10,Engineering-Growth_COGS,10604.4504,True
2025-11,Engineering-Growth_COGS,10816.539408,True
2025-12,Engineering-Growth_COGS,11032.87019616,True
2025-06,COGS: Operations Enablement,45.0,
2025-08,Infrastructure Svcs-Guard Premium,111215.0,
